product_url,product_name,brand,star_rating,sale_price,colour,categorie,sous_categorie,pratique
https://decathlon-usa.myshopify.com/products/mountain-backpacking-multiposition-tube-scarf-merino-wool-trek-500-183231?adept-product=mountain-backpacking-multiposition-tube-scarf-merino-wool-trek-500-183231,Forclaz Trek 500 Multiposition Merino Wool Hiking Tube Scarf,Forclaz,4.7,24.99,Whale Gray,Accessoires,Divers,Randonnée
https://decathlon-usa.myshopify.com/products/mens-tennis-dry-shorts-500?adept-product=mens-tennis-dry-shorts-500,Men's Tennis Shorts Essential+ - Navy Blue,Artengo,4.6,14.99,Black,Vêtements,Bas,Sports de raquette
https://decathlon-usa.myshopify.com/products/quechua-raincut-nh100-waterproof-hiking-rain-jacket-5332?adept-product=quechua-raincut-nh100-waterproof-hiking-rain-jacket-5332,Men's Windproof and Water-repellent Hiking Jacket - Raincut 1/2 Zip,Quechua,4.4,16.99,Black,Vêtements,Veste,Randonnée
https://decathlon-usa.myshopify.com/products/quechua-mh120-hiking-fleece-176453?adept-product=quechua-mh120-hiking-fleece-176453,Quechua MH120 Hiking Fleece Men's,Quechua,4.5,29.99,Black,Vêtements,T-shirt,Randonnée
https://decathlon-usa.myshopify.com/products/women-fitness-t-shirt-energy-cardio-basic?adept-product=women-fitness-t-shirt-energy-cardio-basic,Domyos 100 Cardio Workout T-Shirt Women's,Domyos,4.6,9.99,Black,Vêtements,T-shirt,Autres
https://decathlon-usa.myshopify.com/products/run-dry-breathable-short-sleeve-t-shirt-302707?adept-product=run-dry-breathable-short-sleeve-t-shirt-302707,Women's breathable short-sleeved running T-shirt Dry - coral,Kalenji,4.6,10.99,Fluoresent Coral Pink,Vêtements,T-shirt,Course à pied
https://decathlon-usa.myshopify.com/products/womens-gym-slim-fit-shorty-fit-plus-500-ss19?adept-product=womens-gym-slim-fit-shorty-fit-plus-500-ss19,Women's Fitness Slim-Fit Shorts 500 - Black,Domyos,4.6,9.99,Black,Vêtements,Bas,Fitness
https://decathlon-usa.myshopify.com/products/mountain-trekking-polyester-gloves-trek-500?adept-product=mountain-trekking-polyester-gloves-trek-500,Trek 500 Stretch Backpacking Gloves,Forclaz,4.4,19.99,Black,Accessoires,Divers,Randonnée
https://decathlon-usa.myshopify.com/products/womens-mountain-backpacking-uv-protective-hat-trek500?adept-product=womens-mountain-backpacking-uv-protective-hat-trek500,Forclaz Trek500 Anti-UV Hiking Hat Women's,Forclaz,4.6,13.0,Purple,Accessoires,Divers,Randonnée
https://decathlon-usa.myshopify.com/products/forclaz-trek-100-fleece-hiking-tights-12325?adept-product=forclaz-trek-100-fleece-hiking-tights-12325,Forclaz Trek 100 Fleece Hiking Tights Women's,Forclaz,4.5,14.99,Black,Vêtements,T-shirt,Randonnée
https://decathlon-usa.myshopify.com/products/womens-regular-fit-pilates-gentle-gym-sport-t-shirt-500-191337?adept-product=womens-regular-fit-pilates-gentle-gym-sport-t-shirt-500-191337,Nyamba 500 Regular Gym T-Shirt Women's,Domyos,4.6,12.99,Magnolia,Vêtements,T-shirt,Fitness
https://decathlon-usa.myshopify.com/products/forclaz-trek-500-long-sleeved-merino-wool-hiking-t-shirt-301659?adept-product=forclaz-trek-500-long-sleeved-merino-wool-hiking-t-shirt-301659,Forclaz Trek 500 Long Sleeved Merino Wool Hiking T-Shirt Men's,Forclaz,4.6,69.99,Asphalt Blue,Vêtements,T-shirt,Randonnée
https://decathlon-usa.myshopify.com/products/mens-mountain-backpacking-modular-tights-trek-100-306560?adept-product=mens-mountain-backpacking-modular-tights-trek-100-306560,Men's Mountain Trekking Durable 2-in-1 Zip-Off Trousers MT100,Forclaz,4.4,39.99,Carbon Gray,Vêtements,Bas,Randonnée
https://decathlon-usa.myshopify.com/products/womens-gym-and-pilates-t-shirt-sportee?adept-product=womens-gym-and-pilates-t-shirt-sportee,Women's Fitness T-Shirt 100 - White,Domyos,4.5,9.99,Snow White,Vêtements,T-shirt,Fitness
https://decathlon-usa.myshopify.com/products/breathable-running-boxers-121488?adept-product=breathable-running-boxers-121488,Breathable Running Boxers Men's,Kalenji,4.4,8.99,Petrol Blue,Accessoires,Divers,Course à pied
https://decathlon-usa.myshopify.com/products/quechua-mountain-walking-short-sleeved-t-shirt-mh100-172246?adept-product=quechua-mountain-walking-short-sleeved-t-shirt-mh100-172246,Women's Mountain Walking Short-Sleeved T-Shirt MH100,Quechua,4.6,12.99,Pink,Vêtements,T-shirt,Randonnée
https://decathlon-usa.myshopify.com/products/forclaz-synthetic-mountain-backpacking-padded-jacket-mt100-hooded-5-degrees-celcius-312478?adept-product=forclaz-synthetic-mountain-backpacking-padded-jacket-mt100-hooded-5-degrees-celcius-312478,Forclaz Men's MT100 Hooded Synthetic Puffer Jacket,Forclaz,4.5,59.99,Black,Vêtements,Veste,Autres
https://decathlon-usa.myshopify.com/products/womens-training-sweatshirt-120-310546?adept-product=womens-training-sweatshirt-120-310546,Nyamba 100 Crew Neck Fitness Sweatshirt Women's,Domyos,4.6,10.0,Pink,Vêtements,T-shirt,Fitness
https://decathlon-usa.myshopify.com/products/light-support-fitness-sports-bra-100-mottled-grey-184571?adept-product=light-support-fitness-sports-bra-100-mottled-grey-184571,Light Support Fitness Sports Bra 100 - Mottled Grey,Domyos,4.5,11.99,Black,Accessoires,Divers,Fitness
https://decathlon-usa.myshopify.com/products/fitted-fitness-cardio-shorts-black-332731?adept-product=fitted-fitness-cardio-shorts-black-332731,Domyos Women's High Waist Fitted Fitness Shorts,Domyos,4.5,9.99,Black,Vêtements,Bas,Fitness
https://decathlon-usa.myshopify.com/products/cycling-sleeveless-base-layer-500?adept-product=cycling-sleeveless-base-layer-500,Van Rysel Summer Training Cycling Base Layer Men's,Decathlon,4.6,24.99,Snow White,Vêtements,T-shirt,Cyclisme
https://decathlon-usa.myshopify.com/products/running-breathable-long-tights-dry-black-164591?adept-product=running-breathable-long-tights-dry-black-164591,Men's Running Breathable Long Tights Dry - black,Kalenji,4.4,21.99,Black,Vêtements,Bas,Course à pied
https://decathlon-usa.myshopify.com/products/domyos-fti120-fitness-leggings-with-phone-pocket-womens-330283?adept-product=domyos-fti120-fitness-leggings-with-phone-pocket-womens-330283,Fitness Leggings with Phone Pocket,Domyos,4.7,22.99,Black,Vêtements,Bas,Fitness
https://decathlon-usa.myshopify.com/products/adult-football-shirt-essential-blue-118248?adept-product=adult-football-shirt-essential-blue-118248,Adult Football Shirt Essential - Blue,Kipsta,4.5,9.99,Scarlet Red,Vêtements,T-shirt,Autres
https://decathlon-usa.myshopify.com/products/quechua-mh100-hiking-shorts-192397?adept-product=quechua-mh100-hiking-shorts-192397,Quechua MH100 Hiking Shorts Men's,Quechua,4.5,14.99,Charcoal,Vêtements,Bas,Randonnée
https://decathlon-usa.myshopify.com/products/domyos-120-eco-friendly-fitness-pants-mens-312019?adept-product=domyos-120-eco-friendly-fitness-pants-mens-312019,Domyos Essentials Men's Breathable Joggers,Domyos,4.6,24.99,Asphalt Blue,Vêtements,Bas,Autres
https://decathlon-usa.myshopify.com/products/womens-pilates-and-gentle-gym-leggings-regular-fit-500-fit-plus-ss19?adept-product=womens-pilates-and-gentle-gym-leggings-regular-fit-500-fit-plus-ss19,Women's Straight-Cut Fitness Leggings Fit+ 500 - Black,Domyos,4.5,19.99,Black,Vêtements,Bas,Fitness
https://decathlon-usa.myshopify.com/products/quechua-raincut-nh100-waterproof-zip-hiking-rain-jacket-134605?adept-product=quechua-raincut-nh100-waterproof-zip-hiking-rain-jacket-134605,Women's Windproof and Water-repellent Hiking Jacket - Raincut 1/2 Zip,Quechua,4.5,16.99,Dark Petrol Blue,Vêtements,Veste,Randonnée
https://decathlon-usa.myshopify.com/products/nyamba-100-long-sleeved-t-shirt-304476?adept-product=nyamba-100-long-sleeved-t-shirt-304476,Women's Long-Sleeved Fitness T-Shirt 100 - Black,Domyos,4.6,9.99,Snow White,Vêtements,T-shirt,Fitness
https://decathlon-usa.myshopify.com/products/womens-gentle-gym-and-pilates-regular-shorts-fit-plus-500-ss19?adept-product=womens-gentle-gym-and-pilates-regular-shorts-fit-plus-500-ss19,Domyos Fit+ 500 Regular-Fit Shorts Women's,Domyos,4.6,10.0,Black,Vêtements,Bas,Autres
https://decathlon-usa.myshopify.com/products/quechua-mh500-hiking-fleece-302503?adept-product=quechua-mh500-hiking-fleece-302503,Quechua Men's MH500 Hiking Fleece,Quechua,4.5,34.99,Black,Vêtements,T-shirt,Randonnée
https://decathlon-usa.myshopify.com/products/forclaz-trek-500-merino-wool-tights-backpacking-undergarment-301655?adept-product=forclaz-trek-500-merino-wool-tights-backpacking-undergarment-301655,Forclaz Trek 500 Merino Wool Tights Backpacking Undergarment Mens',Forclaz,4.5,64.99,Black,Vêtements,Bas,Randonnée
https://decathlon-usa.myshopify.com/products/forclaz-merino-wool-short-sleeve-backpacking-travel-t-shirt-6455?adept-product=forclaz-merino-wool-short-sleeve-backpacking-travel-t-shirt-6455,Women's Short-Sleeved Merino Wool Trekking Travel T-Shirt - TRAVEL 100 Purple,Forclaz,4.6,39.99,Prune,Vêtements,T-shirt,Randonnée
https://decathlon-usa.myshopify.com/products/forclaz-trek-100-23-f-down-packable-puffer-backpacking-jacket-167572?adept-product=forclaz-trek-100-23-f-down-packable-puffer-backpacking-jacket-167572,Forclaz Women's MT100 Hooded Down Puffer Jacket,Forclaz,4.5,89.99,Asphalt Blue,Vêtements,Veste,Autres
https://decathlon-usa.myshopify.com/products/forclaz-sturdy-mountain-backpacking-pantss-mt500-329107?adept-product=forclaz-sturdy-mountain-backpacking-pantss-mt500-329107,Men's sturdy mountain backpacking pantss - MT500,Forclaz,4.6,49.99,Whale Gray,Vêtements,Bas,Randonnée
https://decathlon-usa.myshopify.com/products/mens-road-cycling-short-sleeved-jersey-essential-312058?adept-product=mens-road-cycling-short-sleeved-jersey-essential-312058,Triban Essential Moisture-Wicking Short Sleeved Road Cycling Jersey Men's,Triban,4.5,16.99,Black,Vêtements,T-shirt,Cyclisme
https://decathlon-usa.myshopify.com/products/run500-x2-invisible-mid-height-running-socks-white-165396?adept-product=run500-x2-invisible-mid-height-running-socks-white-165396,Mid-Height Running Socks Run500 Twin-Pack - White,Decathlon,4.5,5.0,Black,Accessoires,Divers,Course à pied
https://decathlon-usa.myshopify.com/products/quechua-walking-trousers-grey-308281?adept-product=quechua-walking-trousers-grey-308281,Men's Walking Trousers - Grey,Quechua,4.5,24.99,Carbon Gray,Vêtements,Bas,Autres
https://decathlon-usa.myshopify.com/products/triban-rc100-cycling-rain-jacket-306722?adept-product=triban-rc100-cycling-rain-jacket-306722,Triban RC100 Cycling Rain Jacket Men's,Triban,4.4,24.99,Teal Blue,Vêtements,Veste,Cyclisme
https://decathlon-usa.myshopify.com/products/run-dry-running-t-shirt-165511?adept-product=run-dry-running-t-shirt-165511,Kalenji Run Dry+ Running T-Shirt Women's,Kalenji,4.6,7.0,Blue,Vêtements,T-shirt,Course à pied
https://decathlon-usa.myshopify.com/products/run-dry-running-shorts-307926?adept-product=run-dry-running-shorts-307926,Kalenji Run Dry Running Shorts Women's,Kalenji,4.7,13.99,Black,Vêtements,Bas,Course à pied
https://decathlon-usa.myshopify.com/products/mens-backpacking-pants-travel-100-312187?adept-product=mens-backpacking-pants-travel-100-312187,Travel 100 Travel Backpacking Cargo Pants Men's,Forclaz,4.5,59.99,Carbon Gray,Vêtements,Bas,Autres
https://decathlon-usa.myshopify.com/products/mens-regular-fitness-t-shirt-sportee-white-303214?adept-product=mens-regular-fitness-t-shirt-sportee-white-303214,Men's Regular Fitness T-Shirt Sportee - White,Domyos,4.4,9.99,Black,Vêtements,T-shirt,Fitness
https://decathlon-usa.myshopify.com/products/womens-pilates-and-gentle-gym-cycling-shorts-slim-fit-500-fit-plus-ss19?adept-product=womens-pilates-and-gentle-gym-cycling-shorts-slim-fit-500-fit-plus-ss19,Women's Fitness Cycling Shorts 500 - Black,Domyos,4.6,9.99,Black,Vêtements,Bas,Fitness
https://decathlon-usa.myshopify.com/products/mens-regular-training-bottoms-100-307272?adept-product=mens-regular-training-bottoms-100-307272,Men's Warm Fitness Jogging Bottoms 100 - Black,Domyos,4.3,16.99,Black,Vêtements,Bas,Fitness
https://decathlon-usa.myshopify.com/products/forclaz-travel-500-adjustable-hiking-shirt-171880?adept-product=forclaz-travel-500-adjustable-hiking-shirt-171880,Forclaz Travel 500 Adjustable Hiking Shirt Men's,Forclaz,4.5,49.99,Khaki Gray,Vêtements,T-shirt,Randonnée
https://decathlon-usa.myshopify.com/products/womens-pilates-and-gentle-gym-slim-fit-bottoms-510-304018?adept-product=womens-pilates-and-gentle-gym-slim-fit-bottoms-510-304018,Women's Slim Fitness Jogging Bottoms 520 - Navy Blue,Domyos,4.5,15.0,Navy Blue,Vêtements,Bas,Fitness
https://decathlon-usa.myshopify.com/products/mens-hiking-shorts-nh100-fresh-308290?adept-product=mens-hiking-shorts-nh100-fresh-308290,Quechua NH100 Fresh Hiking Shorts Men's,Quechua,4.6,16.99,Carbon Gray,Vêtements,Bas,Randonnée
https://decathlon-usa.myshopify.com/products/forclaz-trek-500-zip-long-sleeved-merino-wool-hiking-t-shirt-301662?adept-product=forclaz-trek-500-zip-long-sleeved-merino-wool-hiking-t-shirt-301662,Forclaz Trek 500 Zip Long Sleeved Merino Wool Hiking T-Shirt Men's,Forclaz,4.6,79.99,Black,Vêtements,T-shirt,Randonnée
https://decathlon-usa.myshopify.com/products/horse-riding-gilet-paddock-warm-12120?adept-product=horse-riding-gilet-paddock-warm-12120,Horse Riding Gilet Paddock Warm,Fouganza,4.7,30.0,Garnet Red,Vêtements,Veste,Equitation
https://decathlon-usa.myshopify.com/products/womens-fitness-and-cardio-printed-tank-top-energy?adept-product=womens-fitness-and-cardio-printed-tank-top-energy,Fitness Cardio Training Tank Top Women's,Domyos,4.6,9.99,Pink,Vêtements,T-shirt,Fitness
https://decathlon-usa.myshopify.com/products/hiking-category-3-polarizing-sunglasses-mh-540?adept-product=hiking-category-3-polarizing-sunglasses-mh-540,MH140 Polarized Category 3 Hiking Sunglasses,Quechua,4.5,29.99,Carbon Gray,Accessoires,Divers,Randonnée
https://decathlon-usa.myshopify.com/products/skincare-breathable-running-t-shirt-100155?adept-product=skincare-breathable-running-t-shirt-100155,Kiprun Skincare Breathable Running T-Shirt Women's,Decathlon,4.6,24.99,Black,Vêtements,T-shirt,Ski
https://decathlon-usa.myshopify.com/products/f100-soccer-shorts-adult-108306?adept-product=f100-soccer-shorts-adult-108306,Kipsta F100 Soccer Shorts Adult,Kipsta,4.5,9.99,Bright Indigo,Vêtements,Bas,Autres
https://decathlon-usa.myshopify.com/products/forclaz-trek-100-womens-light-backpacking-padded-down-jacket-with-hoodie-312532?adept-product=forclaz-trek-100-womens-light-backpacking-padded-down-jacket-with-hoodie-312532,Forclaz Women's MT100 Hooded Synthetic Jacket,Forclaz,4.6,59.99,Gray Blue,Vêtements,Veste,Autres
https://decathlon-usa.myshopify.com/products/100-fitness-cardio-training-loose-fit-shorts-308205?adept-product=100-fitness-cardio-training-loose-fit-shorts-308205,Domyos 100 Fitness Cardio Training Loose-Fit Shorts Women's,Domyos,4.5,9.99,Black,Vêtements,Bas,Fitness
https://decathlon-usa.myshopify.com/products/forclaz-trek-500-merino-wool-backpacking-boxer-shorts-306561?adept-product=forclaz-trek-500-merino-wool-backpacking-boxer-shorts-306561,Men's Mountain Trekking Merino Wool Boxer Shorts MT500,Forclaz,4.3,34.99,Black,Vêtements,Bas,Randonnée
https://decathlon-usa.myshopify.com/products/mens-backpacking-softshell-jacket-windwarm-trek-900-eol?adept-product=mens-backpacking-softshell-jacket-windwarm-trek-900-eol,Windbreaker jacket - softshell - warm - MT500 - men's,Forclaz,4.5,79.99,Black,Vêtements,Veste,Autres
https://decathlon-usa.myshopify.com/products/mens-hiking-nature-shoes-arpenaz-mid-50?adept-product=mens-hiking-nature-shoes-arpenaz-mid-50,Men's Hiking boots - NH100,Quechua,4.3,24.99,Carbon Gray,Chaussures,Chaussures de sport,Randonnée
https://decathlon-usa.myshopify.com/products/football-shorts-essential-black-311852?adept-product=football-shorts-essential-black-311852,Kids' Football Shorts Essential - Black,Kipsta,4.7,8.99,Bright Indigo,Vêtements,Bas,Autres
https://decathlon-usa.myshopify.com/products/womens-hooded-training-jacket-100-302143?adept-product=womens-hooded-training-jacket-100-302143,Nyamba 120 Zippered Fitness Hoodie Women's,Domyos,4.6,19.99,Pink,Vêtements,Veste,Fitness
https://decathlon-usa.myshopify.com/products/btwin-500-city-cycling-rain-overpants-adult-169380?adept-product=btwin-500-city-cycling-rain-overpants-adult-169380,Btwin 500 City Cycling Rain Overpants Adult,Btwin,4.5,39.99,Black,Vêtements,Bas,Cyclisme
https://decathlon-usa.myshopify.com/products/sport-sunglasses-ridge-category-3?adept-product=sport-sunglasses-ridge-category-3,Quechua MH100 Category 3 Hiking Sunglasses,Quechua,4.3,9.99,Black,Accessoires,Divers,Randonnée
https://decathlon-usa.myshopify.com/products/forclaz-trek-100-fleece-backpacking-gloves-193994?adept-product=forclaz-trek-100-fleece-backpacking-gloves-193994,Trek 100 Fleece Backpacking Gloves,Forclaz,4.5,12.99,Black,Vêtements,T-shirt,Randonnée
https://decathlon-usa.myshopify.com/products/mens-hiking-jacket-forclaz-600-light-windproof?adept-product=mens-hiking-jacket-forclaz-600-light-windproof,Forclaz Trek 900 Softshell Hiking Windbreaker Men's,Forclaz,4.5,59.99,Black,Vêtements,Veste,Randonnée
https://decathlon-usa.myshopify.com/products/baggy-trail-running-shorts-329693?adept-product=baggy-trail-running-shorts-329693,WOMEN'S TRAIL RUNNING BAGGY SHORTS - BLACK,Decathlon,4.5,39.99,Black,Vêtements,Bas,Course à pied
https://decathlon-usa.myshopify.com/products/essential-running-bra-310705?adept-product=essential-running-bra-310705,Essential Running Bra Women's,Kalenji,4.4,8.0,Fluoresent Coral Pink,Accessoires,Divers,Course à pied
https://decathlon-usa.myshopify.com/products/quechua-mh100-hiking-fleece-324607?adept-product=quechua-mh100-hiking-fleece-324607,Quechua MH100 Hiking Fleece Women's,Quechua,4.6,19.99,Snow White,Vêtements,T-shirt,Randonnée
https://decathlon-usa.myshopify.com/products/womens-cycling-rain-jacket-300?adept-product=womens-cycling-rain-jacket-300,Triban 100 Cycling Rain Jacket Women's,Triban,4.6,20.0,Fluoresent Coral Pink,Vêtements,Veste,Cyclisme
https://decathlon-usa.myshopify.com/products/mens-regular-fitness-t-shirt-sportee-white-303213?adept-product=mens-regular-fitness-t-shirt-sportee-white-303213,Men's  Regular Fitness T-Shirt Sportee - White,Domyos,4.4,9.99,Snow White,Vêtements,T-shirt,Fitness
https://decathlon-usa.myshopify.com/products/quechua-mh-k140-uv-protection-hiking-sunglasses-kids-330112?adept-product=quechua-mh-k140-uv-protection-hiking-sunglasses-kids-330112,Kids Hiking Sunglasses Aged 4-8 - MH K140 - Category 3,Quechua,4.7,7.0,Deep Indigo,Accessoires,Divers,Randonnée
https://decathlon-usa.myshopify.com/products/womens-pilates-and-gentle-gym-bottoms-slim-fit-500-ss19?adept-product=womens-pilates-and-gentle-gym-bottoms-slim-fit-500-ss19,Women's Slim Fitness Jogging Bottoms 500 - Black,Domyos,4.4,29.99,Gray,Vêtements,Bas,Fitness
https://decathlon-usa.myshopify.com/products/mens-ski-base-layer-top-i-soft?adept-product=mens-ski-base-layer-top-i-soft,Men's Seamless Ski Base Layer Bottom - BL 580 I-Soft - Black/Blue,Wedze,4.5,34.99,Black,Vêtements,T-shirt,Ski
https://decathlon-usa.myshopify.com/products/mountain-trekking-liner-gloves-trek-550?adept-product=mountain-trekking-liner-gloves-trek-550,Adult Mountain Trekking Silk Liner Gloves - MT 500 Black,Forclaz,4.3,16.99,Black,Accessoires,Divers,Randonnée
